0.0;1.0;4.0;6.0;7.0;9.0;10.0;11.0;13.0;14.0;15.0;16.0;19.0;20.0;22.0;23.0;24.0;25.0;27.0;29.0;32.0;34.0;35.0;37.0;40.0;41.0;42.0;43.0;45.0;46.0;49.0;55.0;56.0;59.0;60.0;62.0;64.0;68.0;70.0;74.0;75.0;76.0;80.0;81.0;87.0;92.0;93.0;98.0;101.0;105.0;110.0;113.0;125.0;130.0;143.0;156.0;158.0;159.0;173.0;175.0;179.0;207.0;228.0;232.0;290.0;347.0
319.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.873720136518772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388.20639967918396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;4.0;6.0;7.0;9.0;10.0;11.0;13.0;14.0;15.0;16.0;19.0;20.0;22.0;23.0;24.0;25.0;27.0;29.0;32.0;34.0;35.0;37.0;40.0;41.0;42.0;43.0;45.0;46.0;49.0;55.0;56.0;59.0;60.0;62.0;64.0;68.0;70.0;74.0;75.0;76.0;80.0;81.0;87.0;92.0;93.0;98.0;101.0;105.0;110.0;113.0;125.0;130.0;143.0;156.0;158.0;159.0;173.0;175.0;179.0;207.0;228.0;232.0;290.0;347.0
319.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.873720136518772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335.5486705303192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;4.0;6.0;7.0;9.0;10.0;11.0;13.0;14.0;15.0;19.0;20.0;22.0;23.0;24.0;25.0;27.0;29.0;32.0;34.0;35.0;37.0;40.0;41.0;42.0;43.0;45.0;46.0;49.0;55.0;56.0;59.0;60.0;62.0;64.0;68.0;70.0;74.0;75.0;76.0;80.0;81.0;87.0;90.0;92.0;93.0;98.0;101.0;105.0;110.0;113.0;125.0;130.0;143.0;156.0;158.0;173.0;175.0;179.0;207.0;228.0;232.0;347.0;408.0
321.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.556313993174061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327.06990694999695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;4.0;6.0;7.0;9.0;10.0;11.0;13.0;14.0;15.0;16.0;19.0;20.0;22.0;23.0;24.0;25.0;27.0;29.0;32.0;34.0;35.0;37.0;40.0;41.0;42.0;43.0;45.0;46.0;49.0;55.0;56.0;59.0;60.0;62.0;64.0;68.0;70.0;74.0;75.0;76.0;80.0;81.0;87.0;92.0;93.0;98.0;101.0;105.0;110.0;113.0;125.0;130.0;143.0;156.0;158.0;159.0;173.0;175.0;179.0;207.0;228.0;232.0;290.0;347.0
319.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.873720136518772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328.4596974849701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;2.0;4.0;5.0;6.0;7.0;9.0;10.0;11.0;13.0;14.0;15.0;16.0;19.0;20.0;22.0;23.0;24.0;25.0;27.0;29.0;32.0;34.0;35.0;37.0;40.0;41.0;42.0;43.0;45.0;46.0;49.0;55.0;56.0;59.0;60.0;62.0;64.0;68.0;70.0;74.0;75.0;76.0;80.0;81.0;87.0;90.0;92.0;93.0;98.0;101.0;105.0;110.0;113.0;125.0;130.0;143.0;156.0;158.0;173.0;175.0;179.0;207.0;228.0;232.0;347.0;408.0
319.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.873720136518772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399.2295136451721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.0;1.0;2.0;4.0;5.0;6.0;7.0;9.0;10.0;13.0;14.0;15.0;16.0;19.0;20.0;22.0;23.0;25.0;26.0;27.0;29.0;32.0;33.0;34.0;35.0;37.0;38.0;40.0;41.0;42.0;43.0;45.0;46.0;49.0;56.0;59.0;62.0;64.0;68.0;76.0;80.0;81.0;86.0;87.0;91.0;93.0;98.0;101.0;102.0;105.0;106.0;110.0;113.0;127.0;143.0;144.0;148.0;156.0;158.0;159.0;173.0;175.0;192.0;207.0;276.0;290.0;295.0
321.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9.556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83.00388073921204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
